Date,Session_ID,User_ID,Country,City,Device,Browser,Traffic_Source,Campaign,Landing_Page,Sessions,Users,New_User,Page_Views,Avg_Session_Duration_Min,Bounce_Rate,Conversions,Revenue_USD,Exit_Page,Conversion_Rate
2024-07-03,SES004240,USR01740,Australia,Sydney,Mobile,Firefox,Direct,Product Launch,Home,2,1,Yes,8,5.65,49,0,0,Checkout,0.0
2025-03-28,SES004241,USR00979,Australia,Sydney,Mobile,Chrome,Organic Search,Product Launch,Pricing,4,1,No,9,1.88,40,0,0,Contact,0.0
2025-02-13,SES004242,USR00233,India,Delhi,Mobile,Edge,Referral,Email Retention,Pricing,3,1,No,9,1.43,44,0,0,Blog,0.0
2024-03-01,SES004243,USR00795,India,Bengaluru,Mobile,Firefox,Organic Search,Email Retention,Blog,2,1,No,10,1.73,32,0,0,Checkout,0.0
2024-12-04,SES004244,USR01744,Canada,Toronto,Mobile,Safari,Social,Summer Sale,Blog,3,1,Yes,10,3.86,59,0,0,Blog,0.0
2024-12-14,SES004245,USR01817,UK,Manchester,Mobile,Safari,Paid Search,Brand Awareness,Home,3,1,Yes,11,4.54,26,0,0,Pricing,0.0
2024-06-19,SES004246,USR00943,Australia,Sydney,Mobile,Chrome,Paid Search,Festive Offer,Home,3,1,No,10,4.38,25,0,0,Home,0.0
2025-05-11,SES004247,USR01381,India,Mumbai,Desktop,Firefox,Organic Search,Brand Awareness,Checkout,4,1,No,8,1.0,38,0,0,Contact,0.0
2024-10-23,SES004248,USR01343,Canada,Vancouver,Mobile,Chrome,Organic Search,Brand Awareness,Products,2,1,Yes,4,6.19,38,0,0,Contact,0.0
2024-10-10,SES004249,USR01810,USA,New York,Mobile,Safari,Paid Search,Email Retention,Checkout,2,1,Yes,10,6.1,34,1,365,Home,50.0
2024-01-08,SES004250,USR01337,India,Pune,Desktop,Chrome,Paid Search,Summer Sale,Blog,1,1,No,3,4.62,34,0,0,Products,0.0
2024-01-21,SES004251,USR01169,Canada,Vancouver,Desktop,Chrome,Direct,No Campaign,Products,2,1,No,5,1.03,42,0,0,Blog,0.0
2024-02-14,SES004252,USR00796,Canada,Toronto,Mobile,Safari,Social,Festive Offer,Pricing,2,1,No,3,4.16,61,1,282,Contact,50.0
2024-11-01,SES004253,USR00507,Australia,Sydney,Mobile,Firefox,Organic Search,Brand Awareness,Blog,3,1,No,9,6.0,36,0,0,Contact,0.0
2025-04-25,SES004254,USR01650,UK,London,Mobile,Safari,Direct,Email Retention,Contact,2,1,No,8,6.17,45,0,0,Home,0.0
2025-01-26,SES004255,USR00294,Australia,Melbourne,Mobile,Safari,Paid Search,No Campaign,Checkout,2,1,No,8,4.54,36,0,0,Blog,0.0
2024-10-14,SES004256,USR01846,Canada,Vancouver,Mobile,Firefox,Direct,No Campaign,Blog,1,1,Yes,9,1.25,49,0,0,Blog,0.0
2024-07-25,SES004257,USR00898,India,Mumbai,Mobile,Chrome,Organic Search,Brand Awareness,Products,1,1,Yes,4,4.89,31,0,0,Contact,0.0
2024-09-19,SES004258,USR00611,Australia,Sydney,Mobile,Safari,Organic Search,Brand Awareness,Contact,2,1,Yes,3,2.22,32,0,0,Blog,0.0
2024-08-19,SES004259,USR00329,Canada,Toronto,Desktop,Firefox,Organic Search,Summer Sale,Home,3,1,No,9,1.56,39,0,0,Blog,0.0
2024-07-12,SES004260,USR00130,Australia,Sydney,Mobile,Safari,Referral,Festive Offer,Pricing,4,1,Yes,10,5.92,47,0,0,Checkout,0.0
2024-11-08,SES004261,USR00074,India,Mumbai,Mobile,Firefox,Organic Search,No Campaign,Products,1,1,Yes,2,5.39,38,0,0,Pricing,0.0
2024-05-04,SES004262,USR00398,USA,San Francisco,Mobile,Edge,Organic Search,Brand Awareness,Blog,2,1,No,5,4.04,31,0,0,Pricing,0.0
2024-07-05,SES004263,USR00184,Canada,Toronto,Tablet,Chrome,Paid Search,No Campaign,Products,3,1,No,8,6.92,29,0,0,Checkout,0.0
2025-02-25,SES004264,USR01756,USA,Chicago,Mobile,Firefox,Direct,Email Retention,Checkout,2,1,Yes,4,6.75,47,0,0,Blog,0.0
2025-06-17,SES004265,USR01247,India,Mumbai,Mobile,Safari,Direct,Festive Offer,Pricing,1,1,No,2,5.67,47,0,0,Checkout,0.0
2025-02-06,SES004266,USR01242,Australia,Melbourne,Tablet,Safari,Organic Search,Brand Awareness,Pricing,4,1,Yes,8,6.13,35,0,0,Products,0.0
2024-10-02,SES004267,USR00747,UK,London,Desktop,Chrome,Direct,Festive Offer,Blog,3,1,No,11,4.24,38,0,0,Pricing,0.0
2024-02-15,SES004268,USR00810,UK,London,Mobile,Firefox,Social,No Campaign,Checkout,4,1,Yes,6,5.68,50,0,0,Pricing,0.0
2024-01-27,SES004269,USR01963,India,Mumbai,Mobile,Edge,Organic Search,Summer Sale,Contact,3,1,No,4,3.67,41,0,0,Home,0.0
2024-01-28,SES004270,USR00579,Australia,Sydney,Mobile,Chrome,Organic Search,No Campaign,Home,1,1,No,5,2.5,27,0,0,Home,0.0
2024-01-30,SES004271,USR00554,USA,New York,Mobile,Chrome,Organic Search,No Campaign,Blog,4,1,No,5,5.78,39,0,0,Pricing,0.0
2025-04-12,SES004272,USR01697,USA,Chicago,Mobile,Chrome,Organic Search,No Campaign,Checkout,4,1,Yes,8,4.29,36,0,0,Home,0.0
2025-05-24,SES004273,USR00535,India,Hyderabad,Desktop,Safari,Direct,Email Retention,Contact,4,1,Yes,5,5.38,47,0,0,Pricing,0.0
2024-04-17,SES004274,USR00869,USA,Chicago,Mobile,Firefox,Organic Search,Brand Awareness,Pricing,4,1,No,10,4.15,28,0,0,Contact,0.0
2025-03-11,SES004275,USR00586,UK,Manchester,Desktop,Chrome,Organic Search,Brand Awareness,Pricing,1,1,No,3,1.71,34,0,0,Checkout,0.0
2024-03-20,SES004276,USR01575,UK,London,Mobile,Firefox,Direct,Brand Awareness,Pricing,1,1,Yes,7,6.77,46,0,0,Blog,0.0
2024-11-26,SES004277,USR00718,India,Pune,Desktop,Firefox,Paid Search,Summer Sale,Blog,2,1,Yes,6,4.45,37,0,0,Checkout,0.0
2025-03-12,SES004278,USR01459,USA,San Francisco,Mobile,Chrome,Social,No Campaign,Blog,1,1,No,3,6.79,60,0,0,Checkout,0.0
2024-10-18,SES004279,USR01533,India,Hyderabad,Mobile,Safari,Social,Festive Offer,Checkout,3,1,No,6,2.67,51,0,0,Home,0.0
2024-06-06,SES004280,USR00059,USA,Dallas,Mobile,Safari,Referral,Summer Sale,Home,1,1,Yes,2,6.98,32,0,0,Contact,0.0
2024-05-02,SES004281,USR01851,USA,San Francisco,Mobile,Edge,Direct,Brand Awareness,Blog,1,1,Yes,6,0.84,40,0,0,Checkout,0.0
2025-06-20,SES004282,USR01726,India,Delhi,Mobile,Firefox,Social,No Campaign,Home,3,1,Yes,10,3.54,63,0,0,Home,0.0
2024-03-14,SES004283,USR00576,Canada,Toronto,Desktop,Chrome,Organic Search,Festive Offer,Products,1,1,No,2,3.4,27,0,0,Checkout,0.0
2024-02-27,SES004284,USR00795,UK,London,Mobile,Firefox,Organic Search,Brand Awareness,Home,1,1,No,8,1.38,31,1,156,Pricing,100.0
2024-05-31,SES004285,USR01503,USA,San Francisco,Mobile,Safari,Organic Search,Product Launch,Blog,1,1,Yes,4,2.99,29,0,0,Checkout,0.0
2024-09-16,SES004286,USR01592,UK,Manchester,Mobile,Edge,Organic Search,Product Launch,Blog,2,1,No,5,3.8,33,0,0,Checkout,0.0
2024-04-11,SES004287,USR01094,USA,Chicago,Mobile,Chrome,Organic Search,Festive Offer,Contact,4,1,Yes,11,3.12,39,1,367,Home,25.0
2025-05-05,SES004288,USR01307,UK,London,Tablet,Firefox,Organic Search,Summer Sale,Checkout,3,1,No,8,4.87,42,0,0,Checkout,0.0
2025-04-07,SES004289,USR01607,Canada,Vancouver,Desktop,Chrome,Social,Summer Sale,Checkout,4,1,No,7,1.41,49,1,212,Home,25.0
2024-04-16,SES004290,USR01459,USA,San Francisco,Mobile,Edge,Referral,No Campaign,Checkout,1,1,No,2,1.39,36,0,0,Checkout,0.0
2025-04-01,SES004291,USR01094,USA,Chicago,Mobile,Chrome,Referral,No Campaign,Pricing,4,1,No,11,4.58,43,0,0,Home,0.0
2025-01-07,SES004292,USR00002,USA,Chicago,Desktop,Chrome,Social,No Campaign,Home,2,1,No,9,2.2,54,0,0,Blog,0.0
2025-04-29,SES004293,USR01741,USA,New York,Mobile,Firefox,Paid Search,No Campaign,Checkout,4,1,No,12,4.4,22,0,0,Checkout,0.0
2025-01-03,SES004294,USR00324,Canada,Toronto,Mobile,Safari,Direct,Brand Awareness,Checkout,2,1,Yes,9,1.05,53,0,0,Pricing,0.0
2024-05-22,SES004295,USR01109,India,Pune,Mobile,Edge,Organic Search,Summer Sale,Products,2,1,No,7,7.49,37,1,407,Home,50.0
2025-01-21,SES004296,USR01093,India,Pune,Mobile,Safari,Direct,Festive Offer,Products,1,1,Yes,4,1.81,44,0,0,Products,0.0
2024-04-18,SES004297,USR00849,USA,San Francisco,Mobile,Edge,Organic Search,Email Retention,Home,1,1,No,3,1.96,31,0,0,Checkout,0.0
2024-01-15,SES004298,USR00157,UK,London,Mobile,Firefox,Organic Search,No Campaign,Products,4,1,No,12,6.21,29,1,415,Contact,25.0
2024-02-05,SES004299,USR01094,Canada,Vancouver,Mobile,Firefox,Direct,Festive Offer,Home,4,1,Yes,12,6.98,50,0,0,Products,0.0
2025-05-17,SES004300,USR01528,Australia,Sydney,Desktop,Safari,Organic Search,Product Launch,Home,4,1,No,9,6.77,28,0,0,Checkout,0.0
2024-08-22,SES004301,USR01780,UK,London,Mobile,Safari,Direct,Festive Offer,Products,1,1,Yes,4,4.04,50,0,0,Home,0.0
2024-12-03,SES004302,USR01493,Australia,Melbourne,Desktop,Safari,Direct,Product Launch,Home,1,1,Yes,2,0.8,48,0,0,Blog,0.0
2024-08-08,SES004303,USR01069,UK,London,Mobile,Chrome,Referral,Festive Offer,Home,3,1,No,6,3.66,48,0,0,Pricing,0.0
2024-04-29,SES004304,USR00230,Canada,Toronto,Desktop,Chrome,Organic Search,Festive Offer,Home,3,1,Yes,11,5.95,36,0,0,Products,0.0
2024-03-26,SES004305,USR01352,USA,Chicago,Desktop,Firefox,Organic Search,Brand Awareness,Checkout,4,1,No,11,4.39,35,0,0,Contact,0.0
2025-06-05,SES004306,USR01721,USA,San Francisco,Mobile,Edge,Social,Festive Offer,Checkout,1,1,No,3,3.12,54,0,0,Blog,0.0
2024-01-06,SES004307,USR01592,Australia,Melbourne,Mobile,Edge,Organic Search,Brand Awareness,Products,3,1,No,6,1.12,41,0,0,Checkout,0.0
2024-02-18,SES004308,USR01904,Australia,Melbourne,Mobile,Chrome,Paid Search,Brand Awareness,Pricing,2,1,Yes,6,0.81,28,0,0,Blog,0.0
2024-09-19,SES004309,USR01365,USA,San Francisco,Mobile,Safari,Direct,Email Retention,Pricing,2,1,No,4,4.67,49,0,0,Home,0.0
2024-07-24,SES004310,USR00706,UK,Manchester,Mobile,Firefox,Paid Search,Email Retention,Pricing,3,1,No,9,2.73,33,0,0,Contact,0.0
2024-09-27,SES004311,USR00096,Canada,Vancouver,Desktop,Safari,Paid Search,Email Retention,Products,1,1,Yes,5,1.36,35,0,0,Pricing,0.0
2025-05-15,SES004312,USR00445,India,Bengaluru,Mobile,Safari,Organic Search,Email Retention,Contact,3,1,No,4,5.1,36,1,318,Contact,33.33
2024-12-28,SES004313,USR00117,USA,Chicago,Mobile,Chrome,Organic Search,Product Launch,Pricing,2,1,Yes,5,5.5,31,0,0,Pricing,0.0
2025-03-16,SES004314,USR01351,USA,New York,Mobile,Firefox,Social,Summer Sale,Pricing,1,1,Yes,3,6.2,57,0,0,Contact,0.0
2025-03-08,SES004315,USR00493,Australia,Sydney,Tablet,Safari,Social,Brand Awareness,Pricing,1,1,Yes,8,4.95,52,0,0,Checkout,0.0
2024-01-22,SES004316,USR01326,UK,London,Mobile,Chrome,Direct,Product Launch,Pricing,3,1,Yes,7,3.35,46,0,0,Pricing,0.0
2024-11-30,SES004317,USR00701,Australia,Melbourne,Mobile,Chrome,Direct,Product Launch,Pricing,2,1,Yes,3,6.8,42,0,0,Pricing,0.0
2024-11-07,SES004318,USR01764,Australia,Sydney,Mobile,Safari,Organic Search,Festive Offer,Pricing,3,1,Yes,7,4.58,31,0,0,Pricing,0.0
2025-05-12,SES004319,USR01888,Australia,Sydney,Mobile,Firefox,Organic Search,Festive Offer,Pricing,1,1,Yes,2,2.29,35,0,0,Checkout,0.0
2024-03-28,SES004320,USR01840,UK,London,Desktop,Safari,Social,Product Launch,Blog,3,1,Yes,6,1.3,52,0,0,Contact,0.0
2024-12-16,SES004321,USR00997,UK,Manchester,Mobile,Chrome,Organic Search,Email Retention,Home,2,1,Yes,7,2.19,34,0,0,Contact,0.0
2024-03-09,SES004322,USR00633,Australia,Sydney,Mobile,Firefox,Direct,Email Retention,Products,4,1,Yes,10,5.51,52,0,0,Blog,0.0
2025-01-24,SES004323,USR01624,USA,Chicago,Mobile,Firefox,Direct,Email Retention,Pricing,2,1,No,5,3.88,43,0,0,Blog,0.0
2025-05-23,SES004324,USR01023,USA,San Francisco,Desktop,Firefox,Paid Search,Product Launch,Contact,3,1,No,9,5.46,22,0,0,Contact,0.0
2024-02-06,SES004325,USR01743,Australia,Melbourne,Mobile,Firefox,Direct,Summer Sale,Products,1,1,No,7,4.57,43,0,0,Home,0.0
2024-12-10,SES004326,USR00831,Australia,Melbourne,Tablet,Firefox,Organic Search,Summer Sale,Blog,3,1,Yes,8,6.31,39,0,0,Pricing,0.0
2024-12-14,SES004327,USR00415,UK,Manchester,Mobile,Firefox,Paid Search,Email Retention,Contact,1,1,No,5,5.67,28,0,0,Checkout,0.0
2024-05-24,SES004328,USR01370,Australia,Sydney,Mobile,Firefox,Direct,Email Retention,Home,4,1,Yes,10,6.06,53,0,0,Checkout,0.0
2024-08-08,SES004329,USR01186,UK,London,Desktop,Firefox,Direct,No Campaign,Products,1,1,No,5,3.32,48,0,0,Checkout,0.0
2024-09-28,SES004330,USR00875,Canada,Toronto,Desktop,Edge,Organic Search,No Campaign,Home,2,1,Yes,7,2.78,35,1,352,Checkout,50.0
2024-06-07,SES004331,USR01673,Canada,Vancouver,Mobile,Safari,Organic Search,Festive Offer,Products,4,1,Yes,7,4.8,41,0,0,Contact,0.0
2025-02-26,SES004332,USR01667,USA,Chicago,Mobile,Firefox,Organic Search,Product Launch,Contact,3,1,Yes,4,0.8,40,0,0,Pricing,0.0
2024-07-17,SES004333,USR01450,India,Delhi,Mobile,Chrome,Social,Summer Sale,Blog,1,1,Yes,5,3.4,63,0,0,Blog,0.0
2024-01-31,SES004334,USR00009,UK,London,Mobile,Firefox,Organic Search,Brand Awareness,Pricing,2,1,Yes,4,1.09,37,0,0,Products,0.0
2024-01-03,SES004335,USR00194,Australia,Melbourne,Mobile,Safari,Social,Summer Sale,Blog,4,1,Yes,7,6.79,59,0,0,Checkout,0.0
2025-01-02,SES004336,USR01715,UK,Manchester,Mobile,Safari,Organic Search,Festive Offer,Checkout,2,1,No,4,3.03,27,0,0,Pricing,0.0
2024-11-04,SES004337,USR00872,UK,Manchester,Mobile,Safari,Organic Search,Brand Awareness,Products,2,1,Yes,3,2.14,40,0,0,Blog,0.0
2024-08-21,SES004338,USR00459,USA,San Francisco,Mobile,Edge,Organic Search,Email Retention,Pricing,2,1,Yes,3,1.85,33,0,0,Home,0.0
2025-04-04,SES004339,USR00398,Canada,Toronto,Desktop,Edge,Direct,Festive Offer,Pricing,2,1,Yes,9,1.47,53,0,0,Pricing,0.0
2024-05-19,SES004340,USR01038,Australia,Sydney,Mobile,Chrome,Organic Search,Product Launch,Pricing,4,1,Yes,11,2.5,35,0,0,Pricing,0.0
2025-03-16,SES004341,USR00516,USA,New York,Desktop,Firefox,Organic Search,Email Retention,Products,3,1,Yes,5,2.9,42,0,0,Products,0.0
2025-03-01,SES004342,USR00260,Canada,Toronto,Desktop,Safari,Paid Search,No Campaign,Contact,3,1,Yes,8,3.04,27,0,0,Blog,0.0
2025-06-13,SES004343,USR01599,UK,Manchester,Mobile,Edge,Organic Search,No Campaign,Home,1,1,Yes,3,4.72,42,0,0,Home,0.0
2024-09-14,SES004344,USR01437,UK,Manchester,Mobile,Chrome,Email,Product Launch,Pricing,4,1,Yes,5,2.36,36,0,0,Pricing,0.0
2025-02-03,SES004345,USR01127,Australia,Melbourne,Tablet,Firefox,Direct,Summer Sale,Checkout,2,1,Yes,4,1.56,52,0,0,Home,0.0
2025-01-01,SES004346,USR01161,Australia,Sydney,Mobile,Edge,Organic Search,Summer Sale,Blog,2,1,Yes,8,2.95,34,0,0,Products,0.0
2024-08-19,SES004347,USR01688,USA,Chicago,Mobile,Edge,Organic Search,Festive Offer,Checkout,3,1,No,11,4.97,34,1,398,Contact,33.33
2024-12-04,SES004348,USR00653,USA,San Francisco,Desktop,Edge,Direct,Product Launch,Pricing,4,1,Yes,5,6.45,42,0,0,Contact,0.0
2024-01-24,SES004349,USR01294,Canada,Toronto,Tablet,Safari,Organic Search,Product Launch,Home,3,1,Yes,11,1.02,33,0,0,Contact,0.0
2024-05-31,SES004350,USR00323,India,Delhi,Desktop,Edge,Social,Summer Sale,Contact,3,1,Yes,7,1.6,56,0,0,Contact,0.0
2024-12-12,SES004351,USR01612,India,Bengaluru,Mobile,Firefox,Organic Search,Summer Sale,Home,1,1,No,9,3.56,28,0,0,Home,0.0
2024-11-18,SES004352,USR01428,USA,Chicago,Mobile,Safari,Organic Search,No Campaign,Products,2,1,No,9,4.73,40,0,0,Products,0.0
2025-01-05,SES004353,USR01580,USA,Dallas,Desktop,Safari,Organic Search,Product Launch,Checkout,1,1,Yes,6,4.9,35,0,0,Blog,0.0
2024-03-10,SES004354,USR00768,India,Pune,Mobile,Chrome,Direct,Brand Awareness,Pricing,2,1,No,10,5.14,39,0,0,Checkout,0.0
2024-04-07,SES004355,USR00857,USA,Chicago,Mobile,Chrome,Referral,Product Launch,Products,3,1,Yes,11,1.65,46,0,0,Contact,0.0
2024-02-25,SES004356,USR00832,USA,New York,Mobile,Edge,Direct,Summer Sale,Checkout,1,1,No,6,1.71,44,0,0,Home,0.0
2025-01-12,SES004357,USR01488,Australia,Sydney,Mobile,Chrome,Organic Search,No Campaign,Checkout,4,1,No,10,1.38,35,0,0,Blog,0.0
2025-03-25,SES004358,USR00873,India,Delhi,Mobile,Edge,Paid Search,Summer Sale,Home,2,1,No,5,2.88,26,0,0,Pricing,0.0
2024-01-25,SES004359,USR00976,India,Bengaluru,Mobile,Chrome,Paid Search,Festive Offer,Checkout,3,1,Yes,8,2.77,36,0,0,Home,0.0
2025-03-02,SES004360,USR01716,India,Mumbai,Desktop,Chrome,Direct,Brand Awareness,Pricing,3,1,Yes,7,3.37,45,0,0,Blog,0.0
2024-03-19,SES004361,USR01298,UK,Manchester,Mobile,Firefox,Paid Search,Brand Awareness,Pricing,4,1,Yes,8,6.25,34,0,0,Products,0.0
2024-10-30,SES004362,USR01976,Australia,Melbourne,Tablet,Edge,Social,Brand Awareness,Home,2,1,Yes,5,4.33,53,0,0,Home,0.0
2024-11-19,SES004363,USR01780,USA,Dallas,Mobile,Firefox,Organic Search,Email Retention,Pricing,4,1,Yes,6,3.55,32,0,0,Blog,0.0
2024-08-07,SES004364,USR01815,Canada,Toronto,Mobile,Chrome,Organic Search,No Campaign,Contact,2,1,No,4,6.56,42,0,0,Blog,0.0
2025-01-04,SES004365,USR01675,USA,New York,Mobile,Edge,Social,Brand Awareness,Pricing,3,1,Yes,4,4.76,55,0,0,Contact,0.0
2024-04-02,SES004366,USR01318,Australia,Melbourne,Desktop,Firefox,Organic Search,Summer Sale,Contact,1,1,No,5,5.74,35,0,0,Checkout,0.0
2025-02-26,SES004367,USR01084,UK,London,Mobile,Edge,Paid Search,Festive Offer,Products,3,1,No,4,1.7,34,2,574,Products,66.67
2025-04-14,SES004368,USR01740,Australia,Melbourne,Mobile,Edge,Direct,Email Retention,Products,2,1,No,7,7.24,47,0,0,Pricing,0.0
2024-05-11,SES004369,USR00967,India,Mumbai,Mobile,Chrome,Direct,Product Launch,Blog,4,1,No,11,6.38,45,0,0,Checkout,0.0
2025-03-11,SES004370,USR00547,USA,Chicago,Mobile,Chrome,Organic Search,Festive Offer,Checkout,3,1,Yes,6,2.96,29,0,0,Pricing,0.0
2024-01-21,SES004371,USR00560,Australia,Sydney,Tablet,Firefox,Social,Festive Offer,Products,3,1,No,11,6.58,48,0,0,Checkout,0.0
2025-02-14,SES004372,USR01891,Canada,Toronto,Mobile,Chrome,Direct,Product Launch,Checkout,3,1,Yes,4,2.73,37,1,69,Checkout,33.33
2024-04-02,SES004373,USR00416,Canada,Vancouver,Mobile,Safari,Organic Search,No Campaign,Home,2,1,No,5,1.8,40,0,0,Home,0.0
2025-04-19,SES004374,USR00179,UK,London,Desktop,Safari,Referral,Email Retention,Blog,2,1,No,10,5.2,37,0,0,Products,0.0
2024-07-05,SES004375,USR01129,USA,Dallas,Desktop,Firefox,Direct,No Campaign,Checkout,4,1,No,12,2.13,38,0,0,Products,0.0
2024-12-25,SES004376,USR00696,USA,San Francisco,Tablet,Edge,Organic Search,Email Retention,Blog,1,1,Yes,4,6.56,36,0,0,Products,0.0
2025-01-29,SES004377,USR01508,Australia,Sydney,Mobile,Edge,Referral,No Campaign,Contact,1,1,Yes,9,1.45,44,0,0,Products,0.0
2024-12-21,SES004378,USR00283,UK,London,Mobile,Chrome,Social,No Campaign,Home,2,1,Yes,3,2.91,53,0,0,Products,0.0
2025-04-27,SES004379,USR00046,India,Mumbai,Mobile,Chrome,Paid Search,Festive Offer,Home,1,1,Yes,8,4.76,25,0,0,Checkout,0.0
2025-03-14,SES004380,USR00218,Canada,Toronto,Desktop,Firefox,Paid Search,Festive Offer,Contact,1,1,No,5,4.61,29,0,0,Products,0.0
2025-05-29,SES004381,USR01102,India,Bengaluru,Desktop,Chrome,Social,Summer Sale,Products,4,1,No,7,2.59,50,0,0,Checkout,0.0
2024-06-01,SES004382,USR00112,Canada,Toronto,Desktop,Firefox,Social,No Campaign,Checkout,1,1,No,3,6.31,63,0,0,Checkout,0.0
2024-05-09,SES004383,USR00971,Australia,Melbourne,Desktop,Safari,Social,Product Launch,Blog,4,1,No,6,6.95,49,0,0,Checkout,0.0
2025-01-08,SES004384,USR01270,India,Hyderabad,Mobile,Safari,Organic Search,Brand Awareness,Products,4,1,No,7,7.34,27,0,0,Contact,0.0
2024-10-10,SES004385,USR01639,Australia,Melbourne,Desktop,Safari,Referral,Festive Offer,Contact,4,1,Yes,8,3.93,35,1,63,Checkout,25.0
2025-04-24,SES004386,USR01535,India,Delhi,Desktop,Firefox,Organic Search,Email Retention,Blog,3,1,No,9,2.62,36,0,0,Products,0.0
2024-11-24,SES004387,USR01917,USA,New York,Mobile,Chrome,Social,Product Launch,Products,2,1,Yes,10,7.03,54,0,0,Home,0.0
2024-02-02,SES004388,USR01336,Australia,Melbourne,Desktop,Chrome,Referral,Email Retention,Blog,4,1,Yes,6,6.71,32,0,0,Products,0.0
2025-01-07,SES004389,USR01735,USA,Chicago,Mobile,Firefox,Organic Search,Festive Offer,Products,2,1,No,6,6.45,30,0,0,Products,0.0
2025-04-18,SES004390,USR01445,Australia,Melbourne,Desktop,Safari,Social,Email Retention,Pricing,2,1,Yes,8,7.21,55,0,0,Pricing,0.0
2024-12-12,SES004391,USR01217,Canada,Vancouver,Mobile,Firefox,Paid Search,Email Retention,Home,3,1,Yes,8,2.13,29,1,125,Home,33.33
2025-02-10,SES004392,USR01404,Australia,Sydney,Mobile,Safari,Paid Search,Festive Offer,Blog,3,1,Yes,10,5.82,25,0,0,Blog,0.0
2025-05-12,SES004393,USR00126,USA,Dallas,Desktop,Edge,Organic Search,Product Launch,Pricing,1,1,No,7,6.68,42,0,0,Home,0.0
2024-09-27,SES004394,USR01159,USA,San Francisco,Desktop,Firefox,Paid Search,Festive Offer,Pricing,4,1,No,11,6.52,36,0,0,Blog,0.0
2024-03-21,SES004395,USR00362,UK,London,Mobile,Edge,Organic Search,Product Launch,Products,4,1,No,12,4.81,40,0,0,Checkout,0.0
2024-11-19,SES004396,USR01490,Australia,Sydney,Mobile,Firefox,Direct,Email Retention,Contact,2,1,No,8,1.33,38,0,0,Blog,0.0
2025-02-19,SES004397,USR01039,Australia,Sydney,Desktop,Firefox,Organic Search,No Campaign,Blog,4,1,Yes,5,4.11,41,0,0,Products,0.0
2024-01-13,SES004398,USR00810,Canada,Toronto,Desktop,Firefox,Direct,Summer Sale,Blog,2,1,Yes,6,6.89,40,0,0,Contact,0.0
2024-10-12,SES004399,USR01999,India,Bengaluru,Mobile,Safari,Direct,Summer Sale,Home,1,1,No,9,3.67,45,0,0,Contact,0.0
2025-05-08,SES004400,USR01503,Australia,Sydney,Desktop,Edge,Direct,Product Launch,Checkout,1,1,Yes,6,4.64,39,0,0,Checkout,0.0
2025-02-04,SES004401,USR01249,Australia,Melbourne,Mobile,Chrome,Social,Product Launch,Home,4,1,Yes,5,5.97,55,0,0,Pricing,0.0
2024-11-15,SES004402,USR00517,Australia,Sydney,Mobile,Edge,Organic Search,Summer Sale,Checkout,4,1,No,8,2.15,33,0,0,Contact,0.0
2024-04-07,SES004403,USR00632,UK,Manchester,Mobile,Firefox,Organic Search,No Campaign,Home,4,1,No,7,3.3,28,0,0,Blog,0.0
2024-08-27,SES004404,USR00322,India,Pune,Mobile,Edge,Organic Search,Product Launch,Contact,3,1,Yes,9,3.74,40,0,0,Blog,0.0
2024-11-05,SES004405,USR00945,USA,New York,Desktop,Edge,Paid Search,Email Retention,Checkout,1,1,No,3,3.23,24,0,0,Checkout,0.0
2024-10-18,SES004406,USR01816,UK,London,Mobile,Edge,Direct,Product Launch,Products,3,1,No,8,4.28,49,0,0,Pricing,0.0
2024-09-28,SES004407,USR01522,Canada,Toronto,Mobile,Chrome,Organic Search,Festive Offer,Contact,1,1,Yes,3,3.38,28,0,0,Contact,0.0
2025-05-25,SES004408,USR01240,UK,London,Mobile,Safari,Organic Search,Summer Sale,Pricing,3,1,Yes,4,1.65,40,0,0,Home,0.0
2024-07-05,SES004409,USR00743,Canada,Vancouver,Mobile,Firefox,Direct,Product Launch,Home,3,1,No,5,3.87,53,0,0,Contact,0.0
2025-01-28,SES004410,USR00843,Australia,Melbourne,Mobile,Safari,Organic Search,Summer Sale,Blog,1,1,No,5,0.81,27,0,0,Blog,0.0
2024-09-30,SES004411,USR00769,Canada,Vancouver,Desktop,Firefox,Direct,Product Launch,Products,3,1,No,10,2.74,41,0,0,Home,0.0
2024-10-29,SES004412,USR01467,India,Mumbai,Desktop,Chrome,Organic Search,Product Launch,Blog,4,1,Yes,5,6.56,29,0,0,Checkout,0.0
2025-01-19,SES004413,USR01962,India,Pune,Mobile,Edge,Email,Summer Sale,Home,1,1,No,8,6.01,40,0,0,Products,0.0
2025-03-01,SES004414,USR01832,India,Mumbai,Mobile,Edge,Direct,No Campaign,Contact,2,1,No,9,6.72,50,0,0,Products,0.0
2025-02-23,SES004415,USR01253,Canada,Vancouver,Mobile,Safari,Organic Search,Product Launch,Products,2,1,No,3,6.73,42,0,0,Products,0.0
2024-03-14,SES004416,USR01384,UK,London,Desktop,Edge,Social,Summer Sale,Blog,2,1,No,5,2.36,60,0,0,Blog,0.0
2024-04-29,SES004417,USR00352,India,Mumbai,Mobile,Edge,Organic Search,Festive Offer,Home,4,1,Yes,6,6.19,40,0,0,Checkout,0.0
2024-09-08,SES004418,USR00724,India,Pune,Mobile,Safari,Paid Search,Festive Offer,Checkout,2,1,Yes,10,3.41,34,0,0,Products,0.0
